QuestionId,Category,FieldCategory,Title,Prompt,FollowUpQuestions,ModelAnswer,University,Difficulty,Reference,Source
NLM-168,面接,共通・汎用,自分自身を「色」に例えると,あなたの性格や特徴を「色」に例えるとしたら何色ですか？その理由も含めて教えてください。,では、あなたが最も苦手とするタイプの人を色に例えると何色ですか？ | また、その人とグループで良好な関係を築くにはどう工夫しますか？,"要点：
1. 自身を表現する色の提示と、その色が持つイメージ（情熱の赤、調和の緑、柔軟な水色など）の言語化
2. その色が自分の長所や価値観とどう結びついているか、過去の具体的エピソードを交えた論理的説明
3. 苦手な人のタイプを客観的に分析し、それを別の一色で表現する比喩力
4. 苦手なタイプ（自分とは異なる色）を否定するのではなく、多様な視点を持つ存在として尊重する態度
5. 反対の色を組み合わせることでチーム全体がどのように補完し合い、より良い成果を出せるかという協働のビジョン
6. 想定外の質問に対するユーモアと対応力

採点ポイント：抽象的な概念（色）を用いて自己分析と他者分析を論理的に表現できるか。また、自分と合わない人間を排除せず、チームのダイバーシティ（多様性）として活用する度量を評価します。",,基礎,ES・面接の回答構造ガクチカ・自己PR・志望動機＋17問～就活で納得内定をめざすしばもん流ES・面接対策シリーズ1 しばもん就活シリーズ.pdf (キャッチコピーや比喩を用いた自己PRの構造を応用),NotebookLM（131資料）
NLM-169,面接,経済・経営系,類似する学問領域との違いと選択理由,あなたが志望する学問領域と、よく似ている別の学問領域（例えば、社会学と心理学、あるいは経営学と経済学など）との決定的な違いは何だと認識していますか？,その違いを踏まえた上で、なぜ似ている領域ではなく、今の学部・学科をあえて選んだのですか？,"要点：
1. 志望する学問領域（A）と類似領域（B）の定義やアプローチ方法の違いの正確な説明
2. 例：心理学は「個人の内面」を分析し、社会学は「社会の構造や集団の相互作用」を分析するなど
3. 自身の過去の経験や問題意識の提示
4. 自身の問題意識を解決するためには、類似領域（B）のアプローチではなく、志望領域（A）のアプローチが最適であるという論理的根拠
5. 大学入学後の具体的な研究テーマや学びたい講義内容への接続
6. 表面的な興味ではなく、学問体系のマップを俯瞰できていることの証明

採点ポイント：単に「〇〇に興味がある」というレベルを超え、学問の定義やアプローチ手法の違いを正確に理解しているかという「学問的理解の深さ・解像度」を評価します。",,発展,学校推薦型選抜・総合型選抜 だれでも上手に話せる 面接合格ノート.pdf (「なぜこの学部・学科か」というディプロマポリシーへの適合性確認),NotebookLM（131資料）
NLM-170,面接,共通・汎用,SDGsの目標における優先順位づけ,SDGs（持続可能な開発目標）には17の目標がありますが、現在の日本の状況を踏まえた上で、あえて「最も優先度が低い（後回しでもよい）」と思う目標を1つ挙げるとしたらどれですか？,優先度が低いとはいえ、その目標をおろそかにした場合、最終的に社会にどのようなしわ寄せが来ると思いますか？,"要点：
1. あえて優先度が低い目標を1つ選び、その理由を日本の現状（既に一定の基準を満たしている、あるいは他の課題が急務であるなど）から論理的に説明する姿勢
2. どの目標も重要であるという前提に立ちつつ、限られた資源の中で優先順位をつける現実的な判断力
3. 選択した目標の概要と、日本社会における達成度の客観的分析
4. その目標を後回しにした場合に生じるリスクや、他国・次世代への負の影響に関するマクロな考察
5. 1つの目標の失敗が、他のSDGs目標の達成にも悪影響を及ぼすという「課題の相互連関性」への理解

採点ポイント：「すべて重要です」と逃げることなく、論理的根拠を持って順位付けを行う「決断力と分析力」を評価します。また、物事のつながり（システム思考）を理解しているかが問われます。",,発展,【2026年度大学入試】小論文の頻出テーマがわからず対策に悩む受験生は必見 ｜ スタジオ学院 (時事問題に対する優先順位と批判的思考を問う応用),NotebookLM（131資料）
NLM-171,面接,医療・保健系,個人の遺伝情報利用とプライバシー保護,将来、個人の遺伝情報や健康データをAIが分析し、病気のリスクを予測して企業や保険会社が利用する社会が来るかもしれません。個人の健康増進というメリットと、究極のプライバシー情報の保護について、あなたはどう境界線を引くべきだと考えますか？,もしあなた自身のデータが「社会全体の医療発展のため」に提供を求められたら、無条件で応じますか？,"要点：
1. 遺伝情報や医療データの活用がもたらすメリット（個別化医療の進展、医療費削減、健康寿命の延伸）の理解
2. 究極の個人情報が漏洩した際のリスクや、遺伝的リスクに基づく就職・保険などの社会的な差別（遺伝子差別）への懸念
3. データ収集における「自己情報コントロール権」の保証と、透明性の高いインフォームド・コンセントの徹底の必要性
4. 法整備による目的外利用の厳格な禁止という境界線の提案
5. 自身へのデータ提供要求に対して、無条件に応じるのではなく、匿名化の担保や利用目的の透明性を条件とする冷静な判断
6. 科学技術の進歩と人権保護のバランスを取る倫理観

採点ポイント：医療や情報の利便性を全肯定するのではなく、それが引き起こす「差別」や「人権侵害」といった倫理的リスクに敏感であるか。条件付きの賛否を論理的に語れるかを評価します。",,発展,医学部小論文｜ 倫理的ジレンマをどう整理するか｜ 医学部合格への小論文術 (専門倫理・生命倫理の知識と考察力を測る意図),NotebookLM（131資料）
NLM-172,面接,国際・社会・地域系,世代や価値観の異なる人との協働,大学のプロジェクトや地域活動などで、あなたとは世代も価値観も全く異なる人（例えば、地域の高齢者や異なる文化的背景を持つ人）と協力することになった場合、コミュニケーションにおいて最も気をつけるべきことは何だと考えますか？,もし意見が完全に平行線をたどり、対立してしまった場合はどう解決を図りますか？,"要点：
1. 価値観や前提知識が異なることを最初から認識し、自分の「当たり前」を押し付けない謙虚な姿勢
2. 相手の言葉の背景にある経験や歴史を尊重し、まずは否定せずに傾聴する態度
3. 専門用語や若者言葉を避け、相手の文脈に合わせたわかりやすい言葉を選ぶ配慮
4. 意見が対立した場合、感情論にならず「私たちが達成すべき共通の目的・ゴールは何か」という原点に立ち返る調整力
5. どちらかの意見を100%通すのではなく、互いの意見の良い部分を統合した「第三の妥協案（アサーション）」を模索するプロセス
6. 異質性をチームの強み（ダイバーシティ）として活かす価値観

採点ポイント：自分と同質的な集団内でのコミュニケーションではなく、多様な背景を持つ人々との摩擦を前提とした「高度な調整力（ファシリテーション能力）」と寛容性を評価します。",,標準,ストーリーで攻略！STAR行動面接テクニック.pdf (多様な関係者との協働や意見対立の乗り越え方を問う意図),NotebookLM（131資料）
NLM-173,面接,スポーツ系,複数タスクの同時進行と優先順位,学業、部活動の大会、委員会の大きな仕事など、複数の重要なタスクが同時に重なり、期限までにすべてを完璧にこなすのが物理的に不可能だと気づいたとき、あなたはどのような基準で優先順位をつけますか？,優先順位を下げたタスクの責任者や関係者に対して、どのように状況を説明し納得してもらいますか？,"要点：
1. 複数タスクの衝突という現実的なピンチにおいて、パニックにならず冷静に状況を俯瞰する能力
2. 優先順位をつける明確な基準（緊急性と重要度のマトリクス、他者への影響の大きさ、代替可能か否かなど）の提示
3. 自分一人で抱え込まず、早い段階で周囲（教師、チームメイト）にアラートを上げる（報連相の徹底）重要性
4. 優先度を下げたタスクの関係者に対する、誠実な謝罪と現状の客観的な説明
5. 「できません」で終わらせず、「いつまでならできるか」「どの部分なら協力できるか」という代替案の提示
6. この経験を通じて学んだ、自分のキャパシティの把握とスケジューリング能力のアピール

採点ポイント：完璧主義に陥って共倒れするのではなく、現実的なリソース管理（タイムマネジメント）ができているか。また、関係者に対して誠実かつ建設的に交渉できる「社会人基礎力」を評価します。",,標準,ストーリーで攻略！STAR行動面接テクニック.pdf (厳しい制約下での決断力・問題解決能力の評価),NotebookLM（131資料）
NLM-174,面接,共通・汎用,100万円の無条件提供とその使い道,もし今、あなたに「返済不要の100万円」が無条件で渡されたとします。貯金以外の目的で、このお金をどのように使いますか？,その使い方から、あなたが人生において最も大切にしている価値観や、将来の目標にどう繋がっているか説明してください。,"要点：
1. 100万円というまとまった資金の、現実的かつ独自性のある使い道の提示（留学、特定の研究機材の購入、起業資金、社会的プロジェクトへの寄付など）
2. なぜその使い道を選んだのかという、自身の強い知的好奇心や課題意識の言語化
3. 一時的な消費（旅行や買い物）ではなく、自己投資や社会貢献といった長期的な価値を生むものへの投資意識
4. その投資が、志望する大学での学びや将来の職業目標にどう直結しているかの論理的な説明
5. お金というリソースを通じて浮かび上がる、自身の根本的な価値観（利他性、成長意欲、探究心など）の明示

採点ポイント：制約が取り払われた状況下で、資金を何に投じるかに応募者の「本質的な興味と志の高さ」が表れます。自己投資や目標達成のための手段として論理的に語れるかを評価します。",,基礎,大学推薦入試 面接は2つだけ言えばいい！.pdf (「もし〇〇だったら」という仮定質問による価値観の抽出),NotebookLM（131資料）
NLM-175,面接,理工・自然科学系,10年後の職業の消滅と誕生,AIやテクノロジーの進化、社会構造の変化により、今後10年間で完全に消滅すると思う職業と、逆に新しく誕生すると思う職業をそれぞれ1つずつ挙げてください。,新しく誕生すると答えた職業は、社会のどのようなニーズや課題から生まれるものだと推測しますか？,"要点：
1. 消滅する職業の提示と、その理由（単純作業の自動化、AIのデータ処理能力による代替など）の論理的分析
2. 新しく誕生する職業の独創的かつ現実的なアイデアの提示（例：AI倫理監査官、デジタルデータ遺品整理士、仮想空間の建築家など）
3. 新職業が生まれる背景にある、テクノロジーの進化が引き起こす新たな社会課題や人間の精神的ニーズの分析
4. 自動化が進む社会において、人間にしかできない価値（共感、倫理的判断、高度な創造性）の再定義
5. 変化の激しい時代において、特定の職業スキルだけでなく、学び続ける力（アンラーニング）が重要であるという展望

採点ポイント：現在の社会トレンド（技術革新や人口動態）に対するアンテナの高さと、未来の社会を予測する想像力を評価します。AIに仕事を奪われるという悲観論ではなく、人間が創出すべき新たな価値を考えられるかが鍵です。",,発展,【2026年度】小論文の頻出テーマ予想10選| ProofPath (AIと社会の変化に関する時事問題の応用),NotebookLM（131資料）
NLM-176,面接,法・政治・政策系,第一志望学部以外の選択肢と目標達成,もし、どうしても本学の第一志望学部に入学できず、別の学部（例えば、法学部志望だが文学部など）に進学することになった場合、あなたが持っている将来の目標はどのように達成しますか？,学部の専門性に縛られず、大学という環境全体をどう使い倒すつもりですか？,"要点：
1. 意地悪な質問に対しても感情的にならず、柔軟に思考を切り替える姿勢
2. 将来の目標（To Be）が確固たるものであり、学部の変更はあくまで「アプローチ（手段）の変更」に過ぎないという認識
3. 例：法学部でルール作りを学ぶ予定だったが、文学部なら「ルールを作る人間の心理や歴史的背景」から目標にアプローチする、といった論理の転換
4. 学部の垣根を越えた学び（他学部履修制度、副専攻、オープン科目など）の積極的な活用計画
5. 大学の図書館、研究施設、多様な学生との交流、課外活動など、大学全体のインフラをフル活用する主体性
6. 環境に依存せず、自ら道を切り開く自律性とレジリエンスのアピール

採点ポイント：学部名という「枠組み」にとらわれず、自身の目標達成のために与えられた環境をどうハック（工夫して活用）できるかという「目的志向と柔軟性」を評価します。",,発展,大学職員面接回答事例集59.pdf (「希望以外の部署でも大丈夫か」という想定外の質問を大学入学後に応用),NotebookLM（131資料）
NLM-177,面接,共通・汎用,タイムマシンでの過去・未来への移動,もしタイムマシンに一度だけ乗れるとしたら、あなたは「過去」と「未来」のどちらに行きたいですか？また、そこで誰に会い、何をしたいですか？,その経験を終えて現代に戻ってきたとき、あなたの今の行動や考え方はどう変わると思いますか？,"要点：
1. 過去か未来かの明確な選択と、その独創的な理由の提示
2. 誰に会い、何をしたいかという具体的なシチュエーション（歴史上の人物との対話、未来の自分や子孫の確認、特定の事件の真相解明など）
3. その選択が、自身の現在の興味関心（志望する学問領域や社会課題）とどのようにリンクしているかの説明
4. 過去の教訓をどう現代に活かすか、あるいは未来の技術・危機を知ることで現代の準備をどう変えるかという考察
5. タイムトラベルという空想の経験を経て、現在の日常における「今この瞬間の行動の重要性」に気づくという価値観の深化

採点ポイント：空想的な質問に対して、ただの願望や趣味を語るのではなく、それを自分の学びや社会への問題意識に結びつけ、現在の行動変容へと論理的に落とし込める「想像力と内省力」を評価します。",,標準,採用側の本音を知れば転職面接は9割成功する (中経出版).pdf (変則的な質問を通じた応募者の価値観と機転の確認),NotebookLM（131資料）
NLM-178,面接,経済・経営系,キャッシュレス社会における現金の存在意義,キャッシュレス決済が普及し、現金を持たずに生活できる社会になりつつありますが、あえて「現金」が今後も社会に残り続けるべき理由や存在意義は何だと考えますか？,災害時などのインフラ停止時といった物理的な理由以外で、心理的・文化的な観点から理由を挙げられますか？,"要点：
1. キャッシュレス化の利便性と効率化を認めた上での、現金の存在意義の考察
2. デジタル決済にアクセスできない人々（高齢者や低所得層など）を排除しないための「最後のセーフティネット」としての役割
3. 深掘りに対する回答として：お金の「重み」や「物理的な実体」がもたらす、消費に対する心理的ブレーキ（無駄遣いの防止）機能
4. お年玉やお賽銭など、日本の伝統的・文化的なコミュニケーションにおける「手渡し」の価値
5. 効率やデータ化だけでは測れない、貨幣が持つ信頼や教育的機能（子供への金銭教育など）の指摘
6. デジタルとアナログが補完し合う社会のあり方

採点ポイント：効率一辺倒の社会変化に対して批判的思考（クリティカルシンキング）を持ち、インフラ問題だけでなく、文化や人間の心理にまで視野を広げて物事を多角的に分析できるかを評価します。",,標準,【2026年度】小論文の頻出テーマ予想10選| ProofPath (情報化社会における旧来のシステムの意義を問う論点),NotebookLM（131資料）
NLM-179,面接,スポーツ系,結果とプロセスの評価基準,スポーツやビジネス、あるいは学業において、最終的な「結果（勝利や利益）」と、そこに至るまでの「プロセス（努力や協調性）」のどちらをより高く評価する社会であるべきだと考えますか？,もしプロセスを重視しすぎた場合、社会や組織にどのような弊害が生まれると思いますか？,"要点：
1. 結果とプロセスのどちらを選ぶか、自身の明確なスタンスの提示とその論拠
2. プロセス重視の理由：再現性の高さ、失敗からの学び、モチベーションの維持、チームワークの醸成など
3. 結果重視の理由：社会の厳しさ、責任の所在の明確化、客観的評価の必要性など
4. 深掘りに対する回答：プロセス重視の弊害（「頑張ったから良い」という自己満足の蔓延、成果を出した人が報われない不公平感、組織の生産性低下）の客観的分析
5. 最終的な結論として、短期的な「結果」と長期的な「プロセス」をどうバランス良く評価するかの独自の指標の提案
6. 自身が大学での研究において、結果を追求しつつプロセスから何を学ぶかの展望

採点ポイント：二項対立の問いに対して、自身の選んだ立場の良さを語るだけでなく、その立場の「弱点・弊害」までメタ認知できているかを評価します。バランス感覚と組織論的思考が問われます。",,発展,三浦優樹の思考小論文_ 三浦優樹への挑戦状.pdf (結果とプロセスの本質的な意義を問う思考小論文のテーマを応用),NotebookLM（131資料）
NLM-180,面接,共通・汎用,身近な人からの忠告と自身の弱点,あなたの親や親友など身近な人から「あなたのその性格（または行動）は絶対に直した方がいい」と忠告されるとすれば、それはどのような点ですか？,その忠告に対して、反発せず受け入れたエピソードはありますか？ | また、その弱点を改善するために現在どう工夫していますか？,"要点：
1. 身近な人だからこそ見えている、自身のリアルな弱点（頑固、抱え込む、マイペースすぎる等）の正直な開示
2. その弱点が原因で、過去に周囲に迷惑をかけたり失敗したりした具体的なエピソード
3. 他者からの耳の痛い指摘（フィードバック）を感情的に拒絶せず、自己成長の機会として素直に受け入れる受容力
4. 弱点そのものを完全に無くすのではなく、それが悪影響を及ぼさないための具体的な仕組みづくり（例：抱え込む前に人に相談するルールを設ける等）
5. 弱点は裏を返せば強み（例：頑固＝信念がある）であることを認識しつつ、状況に応じてコントロールする自己管理能力
6. 大学生活という集団生活において、他者との摩擦をどう乗り越えるかの姿勢

採点ポイント：「短所はない」「長所のような短所」といった表面的な回答を避け、真の自己開示ができるか。また、他者からの批判を客観的に受け止め、改善に向けて行動できる「素直さとメタ認知能力」を評価します。",,基礎,採用側の本音を知れば就職面接は９割成功する.pdf (他者からの客観的評価と短所の改善プロセスを問う意図),NotebookLM（131資料）
NLM-181,小論文,法・政治・政策系,量子技術の社会実装と安全保障,量子コンピュータや量子暗号の研究開発が注目されています。技術革新と国家安全保障、国際協調の両立という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 量子コンピュータや量子暗号の研究開発が注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 技術革新と国家安全保障、国際協調の両立を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,発展,小論文のツボ60（例題1）：設問応答型小論文の典型例（電子投票）,NotebookLM（131資料・既存同期参照）
NLM-182,小論文,芸術・デザイン系,災害復興におけるコミュニティデザイン,大規模災害後の住宅・公共空間の再建が注目されています。住民参加と迅速な復興の両立という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 大規模災害後の住宅・公共空間の再建が注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 住民参加と迅速な復興の両立を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,標準,"小論文のツボ60（13, 23）：起承転結の否定と「批判には必ず提案を」の原則",NotebookLM（131資料・既存同期参照）
NLM-183,小論文,理工・自然科学系,培養肉の普及と食文化の変容,細胞培養によって肉を生産する技術が注目されています。環境負荷軽減と食文化・安全性への配慮という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 細胞培養によって肉を生産する技術が注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 環境負荷軽減と食文化・安全性への配慮を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,標準,小論文のツボ60（例題2）：死の教育を通じた引用・判断・根拠・提案の練習,NotebookLM（131資料・既存同期参照）
NLM-184,小論文,理工・自然科学系,海洋資源開発と生態系保全,海底鉱物や海洋エネルギーの開発が注目されています。資源確保と海洋生態系保全の両立という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 海底鉱物や海洋エネルギーの開発が注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 資源確保と海洋生態系保全の両立を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,発展,"小論文のツボ60（19, 38）：神の視点（断定）と主語・目的語の明記",NotebookLM（131資料・既存同期参照）
NLM-185,小論文,国際・社会・地域系,地方空港の維持と公共性,人口減少地域における地方空港の赤字運営が注目されています。地域交通の公共性と費用負担の妥当性という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 人口減少地域における地方空港の赤字運営が注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 地域交通の公共性と費用負担の妥当性を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,標準,小論文のツボ60 第30項。図表の「極端な部分」に注目し、主張を読み取る手法,NotebookLM（131資料・既存同期参照）
NLM-186,小論文,経済・経営系,宇宙ごみ対策と国際ルール,人工衛星の増加に伴うスペースデブリが注目されています。宇宙利用の自由と各国・企業の責任という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 人工衛星の増加に伴うスペースデブリが注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 宇宙利用の自由と各国・企業の責任を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,標準,4 社会科学系学部の頻出テーマ（経済格差・環境）と、問題解決の視点を反映。,NotebookLM（131資料・既存同期参照）
NLM-187,小論文,国際・社会・地域系,デジタル遺品と死後のプライバシー,SNSやクラウド上に残る個人データが注目されています。遺族の権利と故人の意思・プライバシーという観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. SNSやクラウド上に残る個人データが注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 遺族の権利と故人の意思・プライバシーを両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,発展,4 教育学部の頻出テーマと、構成力（パラグラフごとの役割）の指導。,NotebookLM（131資料・既存同期参照）
NLM-188,小論文,医療・保健系,動物園の教育的役割と動物福祉,希少種保全や教育を担う動物園が注目されています。社会的意義と飼育動物の福祉という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 希少種保全や教育を担う動物園が注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 社会的意義と飼育動物の福祉を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,標準,4 医療系学部の頻出テーマと、データ読み取りと意見の接続を反映。,NotebookLM（131資料・既存同期参照）
NLM-189,小論文,教育・保育系,大学教育の無償化と受益者負担,高等教育費の公的負担拡大が注目されています。教育機会の平等と財源・受益者負担という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 高等教育費の公的負担拡大が注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 教育機会の平等と財源・受益者負担を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,標準,4 オリジナリティ（具体的な例）の提示と、比喩や文学的表現の回避を反映。,NotebookLM（131資料・既存同期参照）
NLM-190,小論文,教育・保育系,方言の継承と標準語教育,地域固有の方言が衰退する現状が注目されています。円滑な意思疎通と文化的多様性という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 地域固有の方言が衰退する現状が注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 円滑な意思疎通と文化的多様性を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,発展,4 問題の背景分析と解決策の提示、理系学部の論理構成を反映。,NotebookLM（131資料・既存同期参照）
NLM-191,小論文,共通・汎用,電子書籍時代の公共図書館,電子媒体の普及と情報アクセスの変化が注目されています。図書館の公共性と新たな機能という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 電子媒体の普及と情報アクセスの変化が注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 図書館の公共性と新たな機能を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,標準,「移民受け入れとアイデンティティの議論」5。,NotebookLM（131資料・既存同期参照）
NLM-192,小論文,文・人文系,文化財返還と博物館の責任,植民地期などに国外へ流出した文化財が注目されています。普遍的公開と歴史的不正義の是正という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 植民地期などに国外へ流出した文化財が注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 普遍的公開と歴史的不正義の是正を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,標準,"10, 11 高齢社会、医療倫理のテーマと、小論文の論理性重視の観点。",NotebookLM（131資料・既存同期参照）
NLM-193,小論文,医療・保健系,遺伝子検査サービスと自己決定,個人向け遺伝子検査の普及が注目されています。健康上の利益と差別・知る権利／知らない権利という観点から、現状の利点と課題を整理し、社会として取るべき具体的な方策について、あなたの考えを800字以内で論じなさい。,,"論点：
1. 個人向け遺伝子検査の普及が注目される社会的・技術的背景
2. 期待される便益と受益者
3. 想定される副作用、費用、倫理的課題
4. 健康上の利益と差別・知る権利／知らない権利を両立させるための条件
5. 行政・企業・市民・専門家の役割分担
6. 実施後の評価指標と見直し方法

想定構成：
【序論】テーマの背景と自分の立場を明示する。
【本論1】利点と社会的意義を具体化する。
【本論2】反対意見やリスクを示し、対応策を提案する。
【結論】実現条件と期待する社会像をまとめる。

採点ポイント：用語を正確に理解し、賛否の一方に偏らず、複数の当事者と実現可能性を踏まえた提案になっているかを評価する。",,発展,10 地域医療の課題解決能力を問う指導観点。,NotebookLM（131資料・既存同期参照）
